title,date,reference,url,calificacion,precio,contains,ciudad
Apto Edificio EL CONQUISTADOR,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48609383?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,,175200,"5 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitación privada para dos cerca a Getsemaní,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/27260414?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.74,96",51274,"2 huéspedes,1 habitación,2 camas,1 baño privado,Wifi,Cocina",Cartagena
Hollywood Beach Suite 305,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45531278?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"3.60,5",107816,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
1 BR Beautiful Suite Near the Old City 102,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45749885?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,,188098,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
¡Oferta!Habitación privada con aire en Getsemaníi,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/31691866?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.93,168",78256,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado,Cocina",Cartagena
caribean apartament in cartagena,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/39773295?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.94,16",141420,"4 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Piscina",Cartagena
Cartagena Ocean Drive Paradise,14 jun. – 18 jun.,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/45961070?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.93,28",275944,"6 huéspedes,2 habitaciones,4 camas,2,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
1 BR Modern and Luxury Suite near the Old City 105,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45750810?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"5.0,3",208839,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Nice place in front of the beach!!,14 jun. – 18 jun.,Conjunto residencial entero en Cartagena de Indias,https://www.airbnb.com.co/rooms/429568?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.84,110",211818,"4 huéspedes,2 habitaciones,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartaestudio Barato Bonito Centro BarrioLasCruces,14 jun. – 18 jun.,Conjunto residencial entero en Bogotá,https://www.airbnb.com.co/rooms/47496316?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=cf57fa76-4000-4e01-9498-310186b8e1f4,,42048,"2 huéspedes,1 habitación,1 cama,1 baño,Cocina,Lavadora",Bogotá
Hermoso Loft para disfrutar Bogotá,14 jun. – 18 jun.,Loft entero en Bogotá,https://www.airbnb.com.co/rooms/46462995?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=cf57fa76-4000-4e01-9498-310186b8e1f4,"5.0,17",105960,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora",Bogotá
★ Acceso Directo a la Playa ★ Jacuzzi + Piscina ★,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/23169069?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.77,124",500000,"5 huéspedes,2 habitaciones,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
TC302:  A GRAND VIEW TO THE SEA AND ISLAND,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48342350?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,,221601,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Apartment on the beach, at Hotel Radisson",14 jun. – 18 jun.,Apartamento entero con servicios incluidos en Cartagena,https://www.airbnb.com.co/rooms/28688920?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"5.0,10",236120,"4 huéspedes,1 habitación,4 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Aparta-estudio con salida directa a la playa!,14 jun. – 18 jun.,Apartamento entero en Provincia de Cartagena,https://www.airbnb.com.co/rooms/41842486?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"5.0,3",163965,"2 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
"La Terraza De Estella, habitacion con baño privado",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/22672970?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.74,62",65408,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Cocina",Cartagena
APARTAMENTO ENTERO! UBICACION ciudad amurallada/AC,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/30533891?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.0,75",135679,"4 huéspedes,2 habitaciones,3 camas,1,5 baños,Wifi,Aire acondicionado,Cocina",Cartagena
Apartamento con vista al mar - 1720,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45881068?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"3.80,5",175500,"5 huéspedes,1 habitación,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitación privada.,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/32833709?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,"4.76,34",105120,"2 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Exclusivo Apto con las mejores vistas de Cartagena,14 jun. – 18 jun.,Apartamento entero con servicios incluidos en Cartagena,https://www.airbnb.com.co/rooms/48191981?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=5fa6f896-01bb-42be-a285-f63d12024015,,95540,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
"Posada Elizabeth, habitaciones cerca al mar priv51",14 jun. – 18 jun.,"Habitación privada en San Andrés, isla de San Andrés, Colombia ",https://www.airbnb.com.co/rooms/24934685?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.67,3",128480,"4 huéspedes,1 habitación,2 camas,1 baño privado,Wifi",San Andres
HABITACION 103 San Martin,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/45712203?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,128480,"4 huéspedes,1 habitación,3 camas,1 baño compartido,Aire acondicionado,Cocina,Wifi",San Andres
Hansa Reef 1- Apto San Andrés Excelente ubicación,14 jun. – 18 jun.,Apartamento entero en San Andrés y Providencia,https://www.airbnb.com.co/rooms/40223637?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.88,8",372054,"4 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina",San Andres
Posada Turística missmar,14 jun. – 18 jun.,Habitación privada en San Luis,https://www.airbnb.com.co/rooms/42217732?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,116800,"3 huéspedes,Estudio,0 camas,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Aposento Alto Shalom #2,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/20850989?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.94,16",128480,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Wifi",San Andres
Apartamento Turistico Isla de San Andrés,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/16965312?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.29,31",134320,"4 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado",San Andres
Casona La Carolina 1,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/21426695?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,144832,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina",San Andres
Bersantai Hostel,14 jun. – 18 jun.,Habitación de hotel boutique en San Andrés,https://www.airbnb.com.co/rooms/26640513?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"3.93,15",210240,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Wifi",San Andres
Apartamento 104,14 jun. – 18 jun.,Habitación privada en San Andrés Islas,https://www.airbnb.com.co/rooms/47034051?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,233600,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Habitación 2 Personas - Santa Catalina en QE,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/38619541?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.60,10",140160,"2 huéspedes,1 habitación,2 camas,2,5 baños compartidos,Cocina,Wifi",San Andres
Tamarindo Inn 201,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/39114612?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.92,12",338720,"6 huéspedes,2 habitaciones,2 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
HABITACION MANTARRAYA,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/41642155?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,151840,"3 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
Sandy's Place (Apartamento 1),14 jun. – 18 jun.,Apartamento entero en CO,https://www.airbnb.com.co/rooms/29803774?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,231264,"4 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
SUMMER HOUSE INN SAN ANDRÉS HAB 103,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/24535595?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.67,3",233600,"4 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina",San Andres
San Andres Island HR406 Apto One Room 5 Personas,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/685995?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.61,198",408800,"5 huéspedes,1 habitación,4 camas,2 baños,Aire acondicionado,Cocina",San Andres
Habitaciones con áreas comunes para compartir.,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/24607913?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,140160,"3 huéspedes,1 habitación,2 camas,1 baño compartido,Aire acondicionado,Cocina,Wifi",San Andres
Con nosotros encuentras economía y tranquilidad,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/46771097?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,,186880,"5 huéspedes,1 habitación,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Tropical Breeze Aeropuerto Sea,14 jun. – 18 jun.,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/31057337?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.87,53",198560,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Wifi",San Andres
apartamento #1,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/40132330?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.79,14",128480,"4 huéspedes,2 habitaciones,4 camas,1 baño,Aire acondicionado,Cocina",San Andres
APARTAMENTO #7 CASA TURISTA SAN ANDRES,14 jun. – 18 jun.,Casa entera en San Andrés,https://www.airbnb.com.co/rooms/6157613?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=4adec727-5134-4a68-b5ab-4e1d66314efc,"4.27,11",176040,"5 huéspedes,2 habitaciones,4 camas,1 baño,Aire acondicionado,Cocina",San Andres
"Bonito , cómodo y excelente ubicación",14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/26995702?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.93,30",99464,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Naturaleza en medio de la ciudad,14 jun. – 18 jun.,Casa de huéspedes entera en Bogotá,https://www.airbnb.com.co/rooms/39813073?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.92,12",77928,"2 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Apartaestudio Bogota (2),14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48096205?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"5.0,5",58948,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Lovely Street View Studio in great location!,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/45191808?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.67,3",57114,"3 huéspedes,Estudio,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
LINDO APARTA ESTUDIO TODO INCLUIDO !!,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/42880964?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.82,22",94910,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Cocina",Bogotá
Piso 29. Habitación con la mejor vista de Bogotá,14 jun. – 18 jun.,Habitación privada en Bogotá,https://www.airbnb.com.co/rooms/15134191?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.94,85",92728,"2 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Cocina,Lavadora",Bogotá
Lindo apartamento  a 10 minutos de corferias,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/41914954?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.89,18",61786,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
"☆Amplio Hotel ☆ Desayuno, Aeropuerto y Embajadas ☆",14 jun. – 18 jun.,Habitación de hotel boutique en Bogotá,https://www.airbnb.com.co/rooms/31535866?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.70,82",62953,"5 huéspedes,1 habitación,3 camas,1 baño compartido,Wifi,Lavadora",Bogotá
MOVISTAR ARENA! 2BEDS DUPLEX/HARMONIOUS & PEACEFUL,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/46767275?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.10,20",86316,"4 huéspedes,2 habitaciones,2 camas,2 baños,Wifi,Cocina",Bogotá
Genial Apartaestudio en Chapinero,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48396981?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,,116800,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Habitación-Corferias-US Embajada-UNacional-G12.,14 jun. – 18 jun.,Habitación privada en Bogotá,https://www.airbnb.com.co/rooms/39115001?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"5.0,5",45879,"2 huéspedes,1 habitación,2 camas,1 baño privado,Wifi,Cocina,Lavadora",Bogotá
amazing flat lovely view close to 93 park,14 jun. – 18 jun.,Apartamento entero en Comuna Chapinero,https://www.airbnb.com.co/rooms/48286799?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,,119320,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Confortable apartamento 1 habitación en el Norte,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/41409503?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"5.0,6",92728,"2 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Cocina,Estacionamiento gratuito",Bogotá
Nice Flat with Terrace in the 93 Park (204),14 jun. – 18 jun.,Loft entero en Bogotá,https://www.airbnb.com.co/rooms/43636986?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.48,64",140160,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina",Bogotá
ENCANTADOR* ILUMINADO* PAREJAS* PRIVADO* CHAPINERO,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48569590?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,,68419,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
PRIVADO* INDEPENDIENTE* PAREJAS* CHAPINERO*,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48528115?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,,68419,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
CONFORT* PRIVADO* INDEPENDIENTE* PAREJAS* AIRPORT*,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48549033?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,,68419,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Bogota Soho Loft Apartament Independent  Access,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/42298377?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"4.67,3",85923,"3 huéspedes,Estudio,1 cama,1 baño,Wifi,Cocina",Bogotá
Lovely Apartment Near Usaquen,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/41564468?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,"5.0,16",128480,"4 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Teusaquillo* Central* Parkway* Embassy* Airport*,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48607355?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f40d296f-8d6c-4ba6-940a-2b4a3ef89198,,67251,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Alojamiento central cerca de la playa principal,14 jun. – 18 jun.,Casa de huéspedes entera en San Andrés,https://www.airbnb.com.co/rooms/47804778?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"5.0,4",233600,"4 huéspedes,1 habitación,3 camas,1 baño,Aire acondicionado,Wifi",San Andres
Posada Nativa Derma´s Inn (turismo comunitario),14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/14091473?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"3.29,7",88768,"16 huéspedes,6 habitaciones,14 camas,6 baños,Aire acondicionado,Wifi",San Andres
Habitación grande entrada independiente+tours+baño,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/34451512?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,,151840,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Wifi",San Andres
Alojamiento Frente al aeropuerto. Hab. 101,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/45206731?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,,128480,"3 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Wifi",San Andres
"Our Place, apartamento 1",14 jun. – 18 jun.,Apartamento entero en San Andrés y Providencia,https://www.airbnb.com.co/rooms/24311162?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"5.0,9",210240,"3 huéspedes,1 habitación,1 cama,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
Sea view luxury,14 jun. – 18 jun.,Apartamento entero en San Andrés ,https://www.airbnb.com.co/rooms/31496841?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"4.37,68",468670,"4 huéspedes,1 habitación,3 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
"Apto amoblado con ambiente familiar ""Jhony Cay""",14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/13892913?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"4.39,38",126728,"7 huéspedes,2 habitaciones,5 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Helena's Place,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/20354436?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"4.85,93",128480,"16 huéspedes,4 habitaciones,18 camas,4 baños,Aire acondicionado,Cocina,Wifi",San Andres
Habitación In The Paradise,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/41192264?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"3.0,3",93440,"3 huéspedes,1 habitación,2 camas,1 baño privado,Wifi",San Andres
duffis apartment 2,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/14373583?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=8b4d2b19-bc2c-4e87-8e8b-e41884ee3c3e,"4.74,78",221920,"2 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
